"","sample_event","site","subsample","index","time","length_mm","behavior","distance_cm_per_sec","DistPerTime_Mean","DistPerTime_Median","NND_cm","volume","drift_forage","search_forage","benthic_forage","movement","surface_strike","attack"
"600","after","18.6",2,10,48,53.5984073409744,"Drift_Forage",4.42125092277089,7.83674928210632,5.32700486045351,12.90266,9191.84408800998,1,0,0,0,0,0
"601","after","18.6",2,10,51,53.5984073409744,"Attack",11.2699893320301,7.83674928210632,5.32700486045351,31.63358,9191.84408800998,0,0,0,0,0,1
"602","after","18.6",2,10,54,53.5984073409744,"Drift_Forage",19.2291498281824,7.83674928210632,5.32700486045351,24.98007,9191.84408800998,1,0,0,0,0,0
"603","after","18.6",2,10,57,53.5984073409744,"Movement",12.0147610127609,7.83674928210632,5.32700486045351,13.43,9191.84408800998,0,0,0,1,0,0
"604","after","18.6",2,10,60,53.5984073409744,"Drift_Forage",6.1218637148359,7.83674928210632,5.32700486045351,17.7138,9191.84408800998,1,0,0,0,0,0
"605","before","18.5",2,10,350.834473,43.1132712453393,"Search_Forage",NA,NA,NA,NA,149.654663785876,0,1,0,0,0,0
"606","before","18.5",2,10,353.834473,43.1132712453393,"Search_Forage",6.46398898917272,8.62022708890058,6.46398898917272,NA,149.654663785876,0,1,0,0,0,0
"607","before","18.5",2,10,356.834473,43.1132712453393,"Search_Forage",13.1081339547807,8.62022708890058,6.46398898917272,NA,149.654663785876,0,1,0,0,0,0
"608","before","18.5",2,10,359.834473,43.1132712453393,"Search_Forage",6.28855832274835,8.62022708890058,6.46398898917272,NA,149.654663785876,0,1,0,0,0,0
"609","after","18.5",2,10,360,72.1201601308169,"Drift_Forage",NA,NA,NA,0.12301,1590.60693156694,1,0,0,0,0,0
"610","after","18.5",2,10,360,72.1201601308169,"Drift_Forage",NA,NA,NA,0.12301,1590.60693156694,1,0,0,0,0,0
"611","after","18.5",2,10,360,72.1201601308169,"Drift_Forage",NA,NA,NA,0.12301,1590.60693156694,1,0,0,0,0,0
"612","after","18.5",2,10,363,72.1201601308169,"Drift_Forage",3.06160491574356,3.73717988281603,3.16881507642053,36.00291,1590.60693156694,1,0,0,0,0,0
"613","after","18.5",2,10,366,72.1201601308169,"Drift_Forage",3.6001500126164,3.73717988281603,3.16881507642053,47.85505,1590.60693156694,1,0,0,0,0,0
"614","after","18.5",2,10,369,72.1201601308169,"Drift_Forage",7.04688367126435,3.73717988281603,3.16881507642053,40.37546,1590.60693156694,1,0,0,0,0,0
"615","after","18.5",2,10,372,72.1201601308169,"Drift_Forage",3.27602523709749,3.73717988281603,3.16881507642053,47.6285,1590.60693156694,1,0,0,0,0,0
"616","after","18.5",2,10,372,72.1201601308169,"Drift_Forage",3.27602523709749,3.73717988281603,3.16881507642053,47.6285,1590.60693156694,1,0,0,0,0,0
"617","after","18.5",2,10,372,72.1201601308169,"Drift_Forage",3.27602523709749,3.73717988281603,3.16881507642053,47.6285,1590.60693156694,1,0,0,0,0,0
"618","after","18.5",2,10,375,72.1201601308169,"Drift_Forage",2.39644711678458,3.73717988281603,3.16881507642053,39.30153,1590.60693156694,1,0,0,0,0,0
"619","after","18.5",2,10,378,72.1201601308169,"Drift_Forage",2.12723153587182,3.73717988281603,3.16881507642053,34.70568,1590.60693156694,1,0,0,0,0,0
"620","after","18.5",2,10,381,72.1201601308169,"Drift_Forage",6.60828893253712,3.73717988281603,3.16881507642053,32.56422,1590.60693156694,1,0,0,0,0,0
"621","after","18.5",2,10,384,72.1201601308169,"Drift_Forage",1.79432519367242,3.73717988281603,3.16881507642053,34.91672,1590.60693156694,1,0,0,0,0,0
"622","after","18.5",2,10,387,72.1201601308169,"Drift_Forage",1.72002038647124,3.73717988281603,3.16881507642053,39.44591,1590.60693156694,1,0,0,0,0,0
"623","after","18.5",2,10,390,72.1201601308169,"Drift_Forage",5.7408218261013,3.73717988281603,3.16881507642053,0.05964,1590.60693156694,1,0,0,0,0,0
"624","after","18.4",2,10,540.00293,45.4833689319245,"Search_Forage",NA,NA,NA,23.24088,4315.36748342343,0,1,0,0,0,0
"625","after","18.4",2,10,543.00293,45.4833689319245,"Search_Forage",11.19634900213,6.08600298519513,5.55484930631436,5.17927,4315.36748342343,0,1,0,0,0,0
"626","after","18.4",2,10,546.00293,45.4833689319245,"Drift_Forage",1.46709439740711,6.08600298519513,5.55484930631436,25.79172,4315.36748342343,1,0,0,0,0,0
"627","after","18.4",2,10,549.00293,45.4833689319245,"Drift_Forage",5.32700872322091,6.08600298519513,5.55484930631436,11.26813,4315.36748342343,1,0,0,0,0,0
"628","after","18.4",2,10,552.00293,45.4833689319245,"Movement",9.0761413363422,6.08600298519513,5.55484930631436,26.26958,4315.36748342343,0,0,0,1,0,0
"629","after","18.4",2,10,555.00293,45.4833689319245,"Drift_Forage",8.71484365293933,6.08600298519513,5.55484930631436,29.89959,4315.36748342343,1,0,0,0,0,0
"630","after","18.4",2,10,558.00293,45.4833689319245,"Drift_Forage",5.78268988940781,6.08600298519513,5.55484930631436,21.73622,4315.36748342343,1,0,0,0,0,0
"631","after","18.4",2,10,561.00293,45.4833689319245,"Drift_Forage",3.91373006539204,6.08600298519513,5.55484930631436,13.24125,4315.36748342343,1,0,0,0,0,0
"632","after","18.4",2,10,564.00293,45.4833689319245,"Drift_Forage",4.27945592790967,6.08600298519513,5.55484930631436,29.11817,4315.36748342343,1,0,0,0,0,0
"633","after","18.4",2,10,567.00293,45.4833689319245,"Drift_Forage",5.23462541864783,6.08600298519513,5.55484930631436,35.39435,4315.36748342343,1,0,0,0,0,0
"634","after","18.4",2,10,570.00293,45.4833689319245,"Drift_Forage",5.86809143855439,6.08600298519513,5.55484930631436,0.12303,4315.36748342343,1,0,0,0,0,0
"635","after","18.6",2,11,30,90.4958789843897,"Drift_Forage",NA,NA,NA,0.01051,267.357485917348,1,0,0,0,0,0
"636","after","18.6",2,11,30,90.4958789843897,"Drift_Forage",NA,NA,NA,0.01051,267.357485917348,1,0,0,0,0,0
"637","after","18.6",2,11,30,90.4958789843897,"Drift_Forage",NA,NA,NA,0.01051,267.357485917348,1,0,0,0,0,0
"638","after","18.6",2,11,33,90.4958789843897,"Drift_Forage",2.19713524183158,3.30248483236271,2.38267650979341,1.26844,267.357485917348,1,0,0,0,0,0
"639","after","18.6",2,11,36,90.4958789843897,"Drift_Forage",2.01090324000651,3.30248483236271,2.38267650979341,9.7203,267.357485917348,1,0,0,0,0,0
"640","after","18.6",2,11,39,90.4958789843897,"Drift_Forage",1.75413256140698,3.30248483236271,2.38267650979341,9.13187,267.357485917348,1,0,0,0,0,0
"641","after","18.6",2,11,39,90.4958789843897,"Drift_Forage",1.75413256140698,3.30248483236271,2.38267650979341,9.13187,267.357485917348,1,0,0,0,0,0
"642","after","18.6",2,11,39,90.4958789843897,"Drift_Forage",1.75413256140698,3.30248483236271,2.38267650979341,9.13187,267.357485917348,1,0,0,0,0,0
"643","after","18.6",2,11,42,90.4958789843897,"Drift_Forage",3.73283323996303,3.30248483236271,2.38267650979341,11.315,267.357485917348,1,0,0,0,0,0
"644","after","18.6",2,11,45,90.4958789843897,"Drift_Forage",6.55799349284672,3.30248483236271,2.38267650979341,6.23273,267.357485917348,1,0,0,0,0,0
"645","after","18.6",2,11,48,90.4958789843897,"Drift_Forage",6.90357167263447,3.30248483236271,2.38267650979341,12.90266,267.357485917348,1,0,0,0,0,0
"646","after","18.6",2,11,48,90.4958789843897,"Drift_Forage",6.90357167263447,3.30248483236271,2.38267650979341,12.90266,267.357485917348,1,0,0,0,0,0
"647","after","18.6",2,11,48,90.4958789843897,"Drift_Forage",6.90357167263447,3.30248483236271,2.38267650979341,12.90266,267.357485917348,1,0,0,0,0,0
"648","after","18.6",2,11,51,90.4958789843897,"Drift_Forage",2.56821777775523,3.30248483236271,2.38267650979341,31.63358,267.357485917348,1,0,0,0,0,0
"649","after","18.6",2,11,54,90.4958789843897,"Drift_Forage",5.16531654153115,3.30248483236271,2.38267650979341,24.98007,267.357485917348,1,0,0,0,0,0
"650","after","18.6",2,11,57,90.4958789843897,"Drift_Forage",1.26710404038373,3.30248483236271,2.38267650979341,13.43,267.357485917348,1,0,0,0,0,0
"651","after","18.6",2,11,60,90.4958789843897,"Drift_Forage",0.867640515267701,3.30248483236271,2.38267650979341,17.7138,267.357485917348,1,0,0,0,0,0
"652","before","18.5",2,11,347.962494,48.5977033719969,"Benthic_Forage",NA,NA,NA,NA,32.511780153509,0,0,1,0,0,0
"653","before","18.5",2,11,350.962494,48.5977033719969,"Benthic_Forage",2.17816932219057,2.51162920763358,2.45347913282226,NA,32.511780153509,0,0,1,0,0,0
"654","before","18.5",2,11,353.962494,48.5977033719969,"Benthic_Forage",2.99362095616407,2.51162920763358,2.45347913282226,NA,32.511780153509,0,0,1,0,0,0
"655","before","18.5",2,11,356.962494,48.5977033719969,"Search_Forage",2.14593760872572,2.51162920763358,2.45347913282226,NA,32.511780153509,0,1,0,0,0,0
"656","before","18.5",2,11,359.962494,48.5977033719969,"Benthic_Forage",2.72878894345396,2.51162920763358,2.45347913282226,NA,32.511780153509,0,0,1,0,0,0
"657","after","18.5",2,11,360,70.0213468240221,"Drift_Forage",NA,NA,NA,0.12301,187.037510484726,1,0,0,0,0,0
"658","after","18.5",2,11,363,70.0213468240221,"Drift_Forage",1.58440900968363,2.00327838938523,1.4232940697971,36.00291,187.037510484726,1,0,0,0,0,0
"659","after","18.5",2,11,366,70.0213468240221,"Drift_Forage",1.18153541445462,2.00327838938523,1.4232940697971,47.85505,187.037510484726,1,0,0,0,0,0
"660","after","18.5",2,11,369,70.0213468240221,"Drift_Forage",1.38500693111486,2.00327838938523,1.4232940697971,40.37546,187.037510484726,1,0,0,0,0,0
"661","after","18.5",2,11,372,70.0213468240221,"Drift_Forage",0.512461947464935,2.00327838938523,1.4232940697971,47.6285,187.037510484726,1,0,0,0,0,0
"662","after","18.5",2,11,375,70.0213468240221,"Drift_Forage",1.46158120847933,2.00327838938523,1.4232940697971,39.30153,187.037510484726,1,0,0,0,0,0
"663","after","18.5",2,11,378,70.0213468240221,"Drift_Forage",0.853105689743788,2.00327838938523,1.4232940697971,34.70568,187.037510484726,1,0,0,0,0,0
"664","after","18.5",2,11,381,70.0213468240221,"Drift_Forage",5.74312830641966,2.00327838938523,1.4232940697971,32.56422,187.037510484726,1,0,0,0,0,0
"665","after","18.5",2,11,384,70.0213468240221,"Drift_Forage",3.06877723267736,2.00327838938523,1.4232940697971,34.91672,187.037510484726,1,0,0,0,0,0
"666","after","18.5",2,11,387,70.0213468240221,"Drift_Forage",2.85941208989542,2.00327838938523,1.4232940697971,39.44591,187.037510484726,1,0,0,0,0,0
"667","after","18.5",2,11,390,70.0213468240221,"Drift_Forage",1.38336606391873,2.00327838938523,1.4232940697971,0.05964,187.037510484726,1,0,0,0,0,0
"668","after","18.4",2,11,540.00293,53.2376213756824,"Drift_Forage",NA,NA,NA,23.24088,954.940550404467,1,0,0,0,0,0
"669","after","18.4",2,11,543.00293,53.2376213756824,"Drift_Forage",6.74956014673905,6.50813853569391,7.30470596275618,5.17927,954.940550404467,1,0,0,0,0,0
"670","after","18.4",2,11,546.00293,53.2376213756824,"Drift_Forage",8.22321967887428,6.50813853569391,7.30470596275618,25.79172,954.940550404467,1,0,0,0,0,0
"671","after","18.4",2,11,549.00293,53.2376213756824,"Drift_Forage",7.8598517787733,6.50813853569391,7.30470596275618,11.26813,954.940550404467,1,0,0,0,0,0
"672","after","18.4",2,11,552.00293,53.2376213756824,"Drift_Forage",3.199922538389,6.50813853569391,7.30470596275618,26.26958,954.940550404467,1,0,0,0,0,0
"673","after","18.6",2,12,30,64.9507582851604,"Drift_Forage",NA,NA,NA,0.01051,1870.79678202792,1,0,0,0,0,0
"674","after","18.6",2,12,33,64.9507582851604,"Drift_Forage",0.508469491717601,4.0118023924172,2.12350360882701,1.26844,1870.79678202792,1,0,0,0,0,0
"675","after","18.6",2,12,33,64.9507582851604,"Drift_Forage",0.508469491717601,4.0118023924172,2.12350360882701,1.26844,1870.79678202792,1,0,0,0,0,0
"676","after","18.6",2,12,33,64.9507582851604,"Drift_Forage",0.508469491717601,4.0118023924172,2.12350360882701,1.26844,1870.79678202792,1,0,0,0,0,0
"677","after","18.6",2,12,36,64.9507582851604,"Surface_Strike",2.86384026490131,4.0118023924172,2.12350360882701,9.7203,1870.79678202792,0,0,0,0,1,0
"678","after","18.6",2,12,39,64.9507582851604,"Drift_Forage",9.36710221407759,4.0118023924172,2.12350360882701,9.13187,1870.79678202792,1,0,0,0,0,0
"679","after","18.6",2,12,42,64.9507582851604,"Movement",10.5367270888281,4.0118023924172,2.12350360882701,11.315,1870.79678202792,0,0,0,1,0,0
"680","after","18.6",2,12,45,64.9507582851604,"Movement",10.1030858246103,4.0118023924172,2.12350360882701,6.23273,1870.79678202792,0,0,0,1,0,0
"681","after","18.6",2,12,48,64.9507582851604,"Drift_Forage",3.44738056261972,4.0118023924172,2.12350360882701,12.90266,1870.79678202792,1,0,0,0,0,0
"682","after","18.6",2,12,51,64.9507582851604,"Drift_Forage",1.02407588587625,4.0118023924172,2.12350360882701,31.63358,1870.79678202792,1,0,0,0,0,0
"683","after","18.6",2,12,54,64.9507582851604,"Drift_Forage",0.29607586098855,4.0118023924172,2.12350360882701,24.98007,1870.79678202792,1,0,0,0,0,0
"684","after","18.6",2,12,57,64.9507582851604,"Drift_Forage",1.38316695275271,4.0118023924172,2.12350360882701,13.43,1870.79678202792,1,0,0,0,0,0
"685","after","18.6",2,12,60,64.9507582851604,"Drift_Forage",0.588099777799841,4.0118023924172,2.12350360882701,17.7138,1870.79678202792,1,0,0,0,0,0
"686","after","18.6",2,12,60,64.9507582851604,"Drift_Forage",0.588099777799841,4.0118023924172,2.12350360882701,17.7138,1870.79678202792,1,0,0,0,0,0
"687","after","18.6",2,12,60,64.9507582851604,"Drift_Forage",0.588099777799841,4.0118023924172,2.12350360882701,17.7138,1870.79678202792,1,0,0,0,0,0
"688","after","18.6",2,13,30,NA,"Drift_Forage",NA,NA,NA,0.01051,43.1609899297176,1,0,0,0,0,0
"689","after","18.6",2,13,33,NA,"Movement",3.96232725730143,1.39688661539059,1.00125985553439,1.26844,43.1609899297176,0,0,0,1,0,0
"690","after","18.6",2,13,42,NA,"Movement",0.775228029094507,1.39688661539059,1.00125985553439,11.315,43.1609899297176,0,0,0,1,0,0
"691","after","18.6",2,13,45,NA,"Drift_Forage",1.22729168197427,1.39688661539059,1.00125985553439,6.23273,43.1609899297176,1,0,0,0,0,0
"692","after","18.6",2,13,54,NA,"Drift_Forage",0.669366255247167,1.39688661539059,1.00125985553439,24.98007,43.1609899297176,1,0,0,0,0,0
"693","after","18.6",2,13,57,NA,"Drift_Forage",0.380347780419296,1.39688661539059,1.00125985553439,13.43,43.1609899297176,1,0,0,0,0,0
"694","after","18.6",2,13,60,NA,"Drift_Forage",1.36675868830688,1.39688661539059,1.00125985553439,17.7138,43.1609899297176,1,0,0,0,0,0
"695","after","18.5",2,13,360,NA,"Search_Forage",NA,NA,NA,0.12301,70791.4638631326,0,1,0,0,0,0
"696","after","18.5",2,13,363,NA,"Search_Forage",12.7334353072825,13.0597434367563,8.7884384469006,36.00291,70791.4638631326,0,1,0,0,0,0
"697","after","18.5",2,13,366,NA,"Search_Forage",7.88488214366132,13.0597434367563,8.7884384469006,47.85505,70791.4638631326,0,1,0,0,0,0
"698","after","18.5",2,13,369,NA,"Search_Forage",8.7884384469006,13.0597434367563,8.7884384469006,40.37546,70791.4638631326,0,1,0,0,0,0
"699","after","18.5",2,13,372,NA,"Search_Forage",12.3004838914498,13.0597434367563,8.7884384469006,47.6285,70791.4638631326,0,1,0,0,0,0
"700","after","18.5",2,13,375,NA,"Search_Forage",8.40086150670574,13.0597434367563,8.7884384469006,39.30153,70791.4638631326,0,1,0,0,0,0
"701","after","18.5",2,13,376.592896,NA,"Surface_Strike",32.3138487328466,13.0597434367563,8.7884384469006,NA,70791.4638631326,0,0,0,0,1,0
"702","after","18.5",2,13,378,NA,"Search_Forage",33.0291522863753,13.0597434367563,8.7884384469006,34.70568,70791.4638631326,0,1,0,0,0,0
"703","after","18.5",2,13,381,NA,"Movement",11.4066740805951,13.0597434367563,8.7884384469006,32.56422,70791.4638631326,0,0,0,1,0,0
"704","after","18.5",2,13,384,NA,"Search_Forage",2.53017314678111,13.0597434367563,8.7884384469006,34.91672,70791.4638631326,0,1,0,0,0,0
"705","after","18.5",2,13,387,NA,"Search_Forage",6.05356778115137,13.0597434367563,8.7884384469006,39.44591,70791.4638631326,0,1,0,0,0,0
"706","after","18.5",2,13,390,NA,"Search_Forage",8.21566048056995,13.0597434367563,8.7884384469006,0.05964,70791.4638631326,0,1,0,0,0,0
"707","after","18.6",2,14,30,NA,"Attack",NA,NA,NA,0.01051,33.9452784567546,0,0,0,0,0,1
"708","after","18.6",2,14,33,NA,"Search_Forage",1.25665336301862,1.69664214286246,1.5764887037469,1.26844,33.9452784567546,0,1,0,0,0,0
"709","after","18.6",2,14,36,NA,"Search_Forage",2.01267337680067,1.69664214286246,1.5764887037469,9.7203,33.9452784567546,0,1,0,0,0,0
"710","after","18.6",2,14,39,NA,"Search_Forage",2.3202330790186,1.69664214286246,1.5764887037469,9.13187,33.9452784567546,0,1,0,0,0,0
"711","after","18.6",2,14,42,NA,"Drift_Forage",1.51880603106143,1.69664214286246,1.5764887037469,11.315,33.9452784567546,1,0,0,0,0,0
"712","after","18.6",2,14,45,NA,"Drift_Forage",1.43731563084309,1.69664214286246,1.5764887037469,6.23273,33.9452784567546,1,0,0,0,0,0
"713","after","18.6",2,14,48,NA,"Drift_Forage",1.63417137643238,1.69664214286246,1.5764887037469,12.90266,33.9452784567546,1,0,0,0,0,0
"714","after","18.5",2,14,372,72.0399820933212,"Drift_Forage",NA,NA,NA,47.6285,NA,1,0,0,0,0,0
"715","after","18.5",2,14,375,72.0399820933212,"Drift_Forage",3.24003094505603,2.18030659929975,2.18030659929975,39.30153,NA,1,0,0,0,0,0
"716","after","18.5",2,14,378,72.0399820933212,"Drift_Forage",1.12058225354347,2.18030659929975,2.18030659929975,34.70568,NA,1,0,0,0,0,0
"717","after","18.5",2,15,378,NA,"Drift_Forage",NA,NA,NA,34.70568,1124.22285724335,1,0,0,0,0,0
"718","after","18.5",2,15,380.563507,NA,"Surface_Strike",20.4877873483366,23.773257644096,20.4877873483366,NA,1124.22285724335,0,0,0,0,1,0
"719","after","18.5",2,15,381,NA,"Movement",33.0303195215263,23.773257644096,20.4877873483366,32.56422,1124.22285724335,0,0,0,1,0,0
"720","after","18.5",2,15,384,NA,"Movement",17.8016660624252,23.773257644096,20.4877873483366,34.91672,1124.22285724335,0,0,0,1,0,0
"721","after","18.5",2,16,378,47.2751976270371,"Search_Forage",NA,NA,NA,34.70568,NA,0,1,0,0,0,0
"722","after","18.5",2,16,381,47.2751976270371,"Search_Forage",4.84575242425701,4.84575242425701,4.84575242425701,32.56422,NA,0,1,0,0,0,0
"723","after","18.5",2,17,360,76.9466138196885,"Movement",NA,NA,NA,0.12301,NA,0,0,0,1,0,0
"724","after","18.5",2,17,363,76.9466138196885,"Drift_Forage",18.9355646913402,18.9355646913402,18.9355646913402,36.00291,NA,1,0,0,0,0,0
"725","after","18.5",2,18,381,NA,"Search_Forage",NA,NA,NA,32.56422,2259.12884674836,0,1,0,0,0,0
"726","after","18.5",2,18,384,NA,"Search_Forage",21.1488050847914,17.105653560889,17.9848142971325,34.91672,2259.12884674836,0,1,0,0,0,0
"727","after","18.5",2,18,387,NA,"Search_Forage",17.9848142971325,17.105653560889,17.9848142971325,39.44591,2259.12884674836,0,1,0,0,0,0
"728","after","18.5",2,18,390,NA,"Benthic_Forage",12.1833413007431,17.105653560889,17.9848142971325,0.05964,2259.12884674836,0,0,1,0,0,0
"729","after","18.4",2,18,558.00293,62.3646068032244,"Movement",NA,NA,NA,21.73622,103.398666903333,0,0,0,1,0,0
"730","after","18.4",2,18,561.00293,62.3646068032244,"Drift_Forage",8.33498141193506,3.6372281775462,2.35237600731994,13.24125,103.398666903333,1,0,0,0,0,0
"731","after","18.4",2,18,564.00293,62.3646068032244,"Drift_Forage",2.85115773763924,3.6372281775462,2.35237600731994,29.11817,103.398666903333,1,0,0,0,0,0
"732","after","18.4",2,18,567.00293,62.3646068032244,"Drift_Forage",1.85359427700065,3.6372281775462,2.35237600731994,35.39435,103.398666903333,1,0,0,0,0,0
"733","after","18.4",2,18,570.00293,62.3646068032244,"Drift_Forage",1.50917928360984,3.6372281775462,2.35237600731994,0.12303,103.398666903333,1,0,0,0,0,0
"734","after","18.5",2,19,360,45.1828955276911,"Search_Forage",NA,NA,NA,0.12301,475.573187362691,0,1,0,0,0,0
"735","after","18.5",2,19,363,45.1828955276911,"Search_Forage",4.15491188019885,7.32233975576312,5.7331907194318,36.00291,475.573187362691,0,1,0,0,0,0
"736","after","18.5",2,19,366,45.1828955276911,"Search_Forage",12.0068553264437,7.32233975576312,5.7331907194318,47.85505,475.573187362691,0,1,0,0,0,0
"737","after","18.5",2,19,369,45.1828955276911,"Search_Forage",3.86766048792478,7.32233975576312,5.7331907194318,40.37546,475.573187362691,0,1,0,0,0,0
"738","after","18.5",2,19,372,45.1828955276911,"Search_Forage",10.8490803648164,7.32233975576312,5.7331907194318,47.6285,475.573187362691,0,1,0,0,0,0
"739","after","18.5",2,19,375,45.1828955276911,"Drift_Forage",5.7331907194318,7.32233975576312,5.7331907194318,39.30153,475.573187362691,1,0,0,0,0,0
"740","after","18.6",2,26,30,46.7139806217887,"Drift_Forage",NA,NA,NA,0.01051,0.428576873369044,1,0,0,0,0,0
"741","after","18.6",2,26,33,46.7139806217887,"Drift_Forage",0.407460735363816,0.800571111493393,0.598494816806935,1.26844,0.428576873369044,1,0,0,0,0,0
"742","after","18.6",2,26,36,46.7139806217887,"Drift_Forage",0.471690952016843,0.800571111493393,0.598494816806935,9.7203,0.428576873369044,1,0,0,0,0,0
"743","after","18.6",2,26,39,46.7139806217887,"Surface_Strike",0.98510713554494,0.800571111493393,0.598494816806935,9.13187,0.428576873369044,0,0,0,0,1,0
"744","after","18.6",2,26,42,46.7139806217887,"Drift_Forage",0.484682352609074,0.800571111493393,0.598494816806935,11.315,0.428576873369044,1,0,0,0,0,0
"745","after","18.6",2,26,45,46.7139806217887,"Drift_Forage",1.17033913489334,0.800571111493393,0.598494816806935,6.23273,0.428576873369044,1,0,0,0,0,0
"746","after","18.6",2,26,48,46.7139806217887,"Drift_Forage",1.83955273895166,0.800571111493393,0.598494816806935,12.90266,0.428576873369044,1,0,0,0,0,0
"747","after","18.6",2,26,51,46.7139806217887,"Drift_Forage",0.484463058626764,0.800571111493393,0.598494816806935,31.63358,0.428576873369044,1,0,0,0,0,0
"748","after","18.6",2,26,54,46.7139806217887,"Drift_Forage",0.179231944864747,0.800571111493393,0.598494816806935,24.98007,0.428576873369044,1,0,0,0,0,0
"749","after","18.6",2,26,57,46.7139806217887,"Surface_Strike",0.712307281004796,0.800571111493393,0.598494816806935,13.43,0.428576873369044,0,0,0,0,1,0
"750","after","18.6",2,26,60,46.7139806217887,"Drift_Forage",1.27087578105795,0.800571111493393,0.598494816806935,17.7138,0.428576873369044,1,0,0,0,0,0
"751","before","18.6",3,3,390,51.9100304957135,"Search_Forage",NA,NA,NA,50.35717,1941.92738321663,0,1,0,0,0,0
"752","before","18.6",3,3,393,51.9100304957135,"Search_Forage",6.05981040467317,5.27357504803726,5.72484679241019,61.84654,1941.92738321663,0,1,0,0,0,0
"753","before","18.6",3,3,396,51.9100304957135,"Search_Forage",5.38988318014722,5.27357504803726,5.72484679241019,88.88357,1941.92738321663,0,1,0,0,0,0
"754","before","18.6",3,3,405,51.9100304957135,"Search_Forage",1.02199574562774,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"755","before","18.6",3,3,408,51.9100304957135,"Search_Forage",6.41135757923898,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"756","before","18.6",3,3,411,51.9100304957135,"Search_Forage",6.86030809662872,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"757","before","18.6",3,3,414,51.9100304957135,"Search_Forage",5.27353187109615,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"758","before","18.6",3,3,417,51.9100304957135,"Search_Forage",4.3811605043323,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"759","before","18.6",3,3,420,51.9100304957135,"Search_Forage",6.79055300255381,5.27357504803726,5.72484679241019,NA,1941.92738321663,0,1,0,0,0,0
"760","after","18.2",3,3,690,69.6211989338097,"Benthic_Forage",NA,NA,NA,NA,1.02469611378697,0,0,1,0,0,0
"761","after","18.2",3,3,693,69.6211989338097,"Movement",0.52311181981474,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"762","after","18.2",3,3,696,69.6211989338097,"Movement",0.0973916188482815,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"763","after","18.2",3,3,699,69.6211989338097,"Movement",0.570447958521975,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"764","after","18.2",3,3,702,69.6211989338097,"Movement",0.739016303318435,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"765","after","18.2",3,3,705,69.6211989338097,"Movement",0.433805527769965,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"766","after","18.2",3,3,708,69.6211989338097,"Movement",0.168230558812403,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"767","after","18.2",3,3,711,69.6211989338097,"Movement",0.105626342464579,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"768","after","18.2",3,3,714,69.6211989338097,"Movement",0.0820265014119757,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"769","after","18.2",3,3,717,69.6211989338097,"Movement",0.227932949219965,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"770","after","18.2",3,3,720,69.6211989338097,"Movement",0.100113658414935,0.304770323859725,0.198081754016184,NA,1.02469611378697,0,0,0,1,0,0
"771","before","18.6",3,4,390,36.8964514099346,"Search_Forage",NA,NA,NA,50.35717,418.805627883581,0,1,0,0,0,0
"772","before","18.6",3,4,393,36.8964514099346,"Search_Forage",4.80954911653399,4.5709998565672,4.94313816929119,61.84654,418.805627883581,0,1,0,0,0,0
"773","before","18.6",3,4,396,36.8964514099346,"Search_Forage",5.58869461230229,4.5709998565672,4.94313816929119,88.88357,418.805627883581,0,1,0,0,0,0
"774","before","18.6",3,4,399,36.8964514099346,"Search_Forage",5.0767272220484,4.5709998565672,4.94313816929119,NA,418.805627883581,0,1,0,0,0,0
"775","before","18.6",3,4,402,36.8964514099346,"Search_Forage",2.80902847538413,4.5709998565672,4.94313816929119,NA,418.805627883581,0,1,0,0,0,0
"776","before","18.2",3,5,240,86.7316835254844,"Movement",NA,NA,NA,69.16964,0.00112969456932791,0,0,0,1,0,0
"777","before","18.2",3,5,243,86.7316835254844,"Movement",0.0496287857755509,0.0548553890256533,0.045205990547378,69.34614,0.00112969456932791,0,0,0,1,0,0
"778","before","18.2",3,5,246,86.7316835254844,"Movement",0.0311230874039761,0.0548553890256533,0.045205990547378,69.3015,0.00112969456932791,0,0,0,1,0,0
"779","before","18.2",3,5,249,86.7316835254844,"Movement",0.150132287783881,0.0548553890256533,0.045205990547378,33.08224,0.00112969456932791,0,0,0,1,0,0
"780","before","18.2",3,5,252,86.7316835254844,"Movement",0.0270797058411727,0.0548553890256533,0.045205990547378,27.69742,0.00112969456932791,0,0,0,1,0,0
